title,tag,artist,year,views,features,lyrics,id
Wont Back Down,rap,Eminem,2010.0,345321.0,{P!nk}," You can sound the alarm, you can call out your guards You can fence in your yard, you can hold all the cards But I won't back down Oh no, I won't back down, oh no   Cadillac Sevilles, coupe DeVilles Brain-dead rims, yeah, stupid wheels Girl, I'm too for real, lose your tooth-and-nail Tryna fight it, try to deny it, stupid, you will feel What I do, I do at will Shootin' from the hip, yeah, boy, I shoot to kill Half a breath left on my deathbed Screamin', “F that!” – yeah, super-ill Baby, what the deal? We can chill Split a half a pill and a Happy Meal Fuck a steak, slut, I'll cut my toes off And step on the receipt 'fore I foot the bill Listen, garden tool, don't make me introduce you To my power tool, you know the fuckin' drill How you douchebags feel knowin' you're disposable? Summer's Eve, Massengill Shady's got the mass appeal Baby, crank the shit, 'cause it's your goddamn jam You said that you want your punchlines a little more compact Well, shorty, I'm that man These other cats ain't metaphorically where I'm at, man I gave Bruce Wayne a Valium And said, “Settle your fuckin' ass down! I'm ready for combat, man!” Get it? Calm Batman, nah Ain't nobody who's as bomb and as nuts Lines are like Mom's CAT-scans 'Cause they fuckin' go bananas Honey, I applaud that ass Swear to God, man, these broads can't dance Ma, show 'em how it's done Spaz like a goddamn Taz, yeah  You can sound the alarm, you can call out your guards You can fence in your yard, you can hold all the cards But I won't back down Oh no, I won't back down, oh no   Girl, shake that ass like a donkey with Parkinson's Make like Michael J. Fox is in your drawers Playin' with an etch-a-sketch Bet you that you'll never guess Who's knockin' at your door, people hit the floors Yeah, tonight, ladies, you gon' get divorced Girl, forget remorse, I'ma hit you broads With Chris's force like you pissed him off Talented with the tongue, ma'fucker You ain't got a lick in yours Hittin' licks like I'm robbin' liquor stores Makin' cash registers shit their drawers Think you spit the rawest? I'm an uncooked slab of beef layin' on your kitchen floor Other words, I'm off the meat rack Bring the beat back, bring in two extension cords I'ma measure my dick—shit, I need six inches more Fuck, my dick's big, bitch, need I remind you That I don't need the fuckin' swine flu to be a sick pig? You're addicted, I'm dope I'm the longest needle around here—need a fix, ock? I'm the big shot—get it, dick-snots? You're just small pokes, little pricks Girl, you think that other prick's hot? I'll drink gasoline and eat a lit match Before I sit back and let him get hotter Better call the cops on him quick, fast Shady's right back on your bitch-ass White trash with a half a six-pack in his hatchback Trailer hitch attached to the back, dispatch  You can sound the alarm, you can call out your guards You can fence in your yard, you can hold all the cards But I won't back down Oh no, I won't back down, oh no   Bitch, am I the reason that your boyfriend stopped rappin'? Does a bird chirp? Does Lil' Wayne slurp 'zurp 'Til he burps and smoke purp? Does a word search get circles wrapped around it Like you do when I come through? I'd like you to remind yourself of what the fuck I can do When I'm on the mic Oh, you're the kind of girl that I could take a likin' to Psych! I'm spikin' you like a football Been this way since I stood a foot tall You're a good catch with a shitty spouse Got a pretty mouth and a good jaw Give me good brain, watch the wood-grain Don't want no cum stain—bitch, you listenin'? Tryin' to turn me down, slut, I'm talkin' to you Turn me back up! Are you insane?! Tryin' to talk over me in the car Shut the fuck up while my shit's playin'! I'm a shit stain on the underwear of life What's the saying? Where there's thunder, there is lightning And they say that it never strikes twice in the same place Then how the fuck have I been hit six times In three different locations on four separate occasions? And you can bet your stankin' ass That I've come to smash everything in my path Fork was in the road, took the psycho path Poison Ivy wouldn't have me thinkin' rash So hit the dance-floor, cutie, while I do my duty On this microphone; shake your booty, shorty! I'm the shit—why you think Proof used to call me ""Doody""?  You can sound the alarm, you can call out your guards You can fence in your yard, you can hold all the cards But I won't back down Oh no, I won't back down, oh no",520.0
Mahogany,rap,Eric B. & Rakim,1990.0,21166.0,{}," Me and Eric B was coolin’ at the Palladium Seen a all-world cover girl, I said hey lady I’m Sorry if you’re in a rush - don’t let me hold you up Or intervene or interrupt, but You got the look - I wanna get to know you better I had to let her know - but yo, I didn’t sweat her Cause if you would've seen what I was seein' Almost looked Korean, but European When she spoke, her accent was self-explanatory Even her body language told the story Her name was Mahogany - twin’s name was Ebony I said my name is Ra and this is Eric B Since the music was loud, I said let’s take a walk So we could talk and see New York Show time didn't start until one o’clock But once I entered your mind I wouldn’t wanna stop Caress your thoughts til we was thinking the same Calm your nerves, massage your brain Each moment's a mineral, poetry’s protein Verse is a vitamin, effects like codeine So tell me how you feel and I’ll reveal A pill that’ll heal ya pain, ’cause I’m real She musta OD’d ’cause she couldn’t resist She spoke slowly when she told me this, she said  Over me, she’s goin’ crazy She’ll rub me on my chest and call me Mr. Sexy She said she’d have my kids and help me make my next G Tell me I ain’t finessed mahogany   So I prescribed her, something to revive And surprise her, she’s liver and much more wiser From the light I shine when my brain cells spark Constantly so she can glow in the dark And soon, you can represent the moon As long as I keep you in tune I’ll tell you who you are and why you're here Take it in stride ’cause it might take a year It’s funny - how time flies when you're havin’ fun We got close and it was almost one She kissed me slow, but you know how far a kiss can go Fuck around and miss the show So I told her to hold that thought real tight We can finish where we left off later on tonight Back to the scene of the crime on time As they introduced the fiend of a rhyme She stood in the crowd with a birds-eye view of me Thinking of later on of what she would do to me The back of the room I could see her eyes - gloom Patient, but hoping that the show was over soon As the place was ripped in half, she made her way to the front row So I said let’s go I packed my mic as they screamed for an encore The speakers were blown, plus my mic was sore Besides I got places to go, ladies to see And she could tell me how crazy she was over me We drove off - she said she liked the way that I performed And couldn’t wait to get 'soft and warm', I said ""I was watching you, watching me Looks I received made it hard to MC"" I can take a hint, so I knew that she Wanted my agony agony ag-on-y in her bod-y Drove to some sights, then I took her to the condo She was pipin’ hot, but I kept my calm so She asked how come I don’t smile I said, everything’s fine, but I’m in a New York state of mind As we reached the kingdom, she said bring some Champagne, she’ll entertain then sing some Sentimental, songs real gentle It hit the spot and you know where it went to As we embraced I felt her heart pumpin’ I knew she was in the mood for somethin’ So I laid on my back and relaxed It wasn’t the Perignon that made her collapse  Over me, she’s goin’ crazy She’ll rub me on my chest and call me Mr. Sexy She said she’d have my kids and help me make my next G Tell me I ain’t finessed mahogany  ",521.0
Spaceship,rap,Kanye West,2004.0,555658.0,"{GLC,Consequence}","   I've been working this grave-shift And I ain't made shit (Yeah, yeah) I wish I could (Me too) Buy me a spaceship and fly (Swear I do) Past the sky, oh GLC feel you, baby—I feel you, man I've been working this grave-shift And I ain't made shit I wish I could Buy me a spaceship and fly Past the sky (Man, man, man...) Oh, oh, oh   If my manager insults me again I will be assaulting him After I fuck the manager up Then, I'm gonna shorten the register up Let's go back, back to the Gap Look at my check—wasn't no scratch So if I stole, wasn't my fault Yeah, I stole—never got caught They take me to the back and pat me Asking me about some khakis But let some Black people walk in I bet you they show off their token blackie Oh, now they love Kanye ""Let's put him all in the front of the store"" So I'm on break Next to the ""No Smoking"" sign with a blunt in the mall Taking my hits, writing my hits Writing my rhymes, playing my mind This fucking job can't help him So I quit; y'all welcome Y'all don't know my struggle Y'all can't match my hustle You can't catch my hustle You can't fathom my love, dude Lock yourself in a room Doing five beats a day for three summers That's A Different World like Cree Summer's I deserve to do these numbers ""The kid that made that deserves that Maybach!"" So many records in my basement I'm just waitin' on my spaceship, blaow!  I've been working this grave-shift And I ain't made shit I wish I could buy me a spaceship and fly Past the sky, oh I've been working this grave-shift And I ain't made shit I wish I could buy me a spaceship and fly Past the sky Tryna tell you, man, way past the sky Oh, oh (Let's go, ugh)   And I didn't even try to work a job Represent the mob at the same time (Woo) Thirsty on the grind, Chi state of mind Lost my mama, lost my mind (Aww) Life, my love, that's not mine ""Why you ain't signed?"" Wasn't my time Leave me alone, work for y'all Half of it's yours, half of it's mine Only wanna ball, never wanna fall (Ugh) Gotta get mine, gotta take mine (Ugh) Got a Tec-9, reach my prime (Ugh) Gotta make these haters respect mine (Yeah) In the mall 'til 12 when my schedule had said 9 Putting them pants on shelves Waiting patiently; I ask myself Where I wanna go, where I wanna be Life is much more than running in the streets Holler at 'Ye, hit me with the beat Put me on my feet, sounds so sweet Yes, I'm the same ol' G Same goatee, stayin' low-key, nope Holler at God: ""Man, why'd you have to take my folks?"" Hope to see Freddie G., Yusef G, love my G Rolly G, police watch me Smoke my weed and count my Gs Got a lot of people counting on me (That's right) And I'm just tryin' to find my peace (That's right) Should've finished school like my niece Then I finally wouldn't use my piece, blaow!  I've been working this grave-shift Aww, man, this pressure And I ain't made shit I wish I could Buy me a spaceship and fly Past the sky, oh I've been working this grave-shift And I ain't made shit I wish I could Buy me a spaceship and fly Past the sky Oh, oh, oh   I 'member having to take the dollar cab Coming home real late at night Standing on my feet all damn day Tryna make this thing right And havin' one of my coworkers say, ""Yo, you look just like This kid I seen in an old Busta Rhymes video the other night"" Well, easy come, easy go, how that saying goes No more broad service, cars, and them TV shows That all had got snatched from me, A&Rs and they faculties All turn their back on me and didn't wanna hear a rap from me So naturally, actually, had to face things factually Had to be a catastrophe, empty fridge is staring back at me 'Cause nothing's there, nothing's fair I don't wanna ever go back there So I won't be taking no days off 'til my spaceship takes off, bow!  I've been working this grave-shift And I ain't made shit I wish I could Buy me a spaceship and fly Past the sky, oh I've been working this grave-shift And I ain't made shit I wish I could Buy me a spaceship and fly Past the sky Oh, oh, oh   I wanna fly I wanna fly I said I want my chariot to pick me up And take a brother for a ride (Heaven knows, heaven knows)",522.0
Flashing Lights,pop,Kanye West,2007.0,1078113.0,{Dwele}," Flashing lights (Lights, lights) Flashing lights (Lights, lights) Flashing lights (Lights, lights) Flashing lights (Lights, lights)   She don't believe in shootin' stars But she believe in shoes and cars Wood floors in the new apartment Couture from the store's departments You more like ""love to start shit"" I'm more of the trips to Florida Ordered the hors d'oeuvres, views of the water Straight from a page of your favorite author And the weather so breezy Man, why can't life always be this easy? She in the mirror dancin' so sleazy I get a call like, ""Where are you, Yeezy?"" And try to hit you with the ol-wu-wopte 'Til I got flashed by the paparazzi Damn, these niggas got me I hate these niggas more than a Nazi  As I recall, I know you love to show off But I never thought that you would take it this far But what do I know? Flashing lights (Lights, lights) What do I know? Know Flashing lights (Lights, lights)   I know it's been a while, sweetheart We hardly talk, I was doin' my thang I know I was foul, baby Ayy, babe, lately, you've been all on my brain And if somebody woulda told me a month ago Frontin', though, yo, I wouldn't wanna know If somebody woulda told me a year ago It'll go get this difficult Feelin' like Katrina with no FEMA Like Martin with no Gina Like a flight with no Visa First class with the seat back, I still see ya In my past, you on the other side of the glass Of my memory's museum I'm just sayin', hey, Mona Lisa Come home, you know you can't roam without Caesar  As I recall, I know you love to show off But I never thought that you would take it this far But what do I know? Flashing lights (Lights, lights) What do I know? Know Flashing lights (Lights, lights)   As you recall, you know I love to show off But you never thought that I would take it this far But what do you know? Flashing lights (Lights, lights) What do you know? Know Flashing lights (Lights, lights) Flashing lights (Lights, lights, lights, lights...)",523.0
If I Had,rap,Eminem,1997.0,384253.0,{}," ""Life,"" by Marshall Mathers What is life? Life is like a big obstacle in front of your optical to slow you down And every time you think you've gotten past it It's gonna come back around to tackle you to the damn ground What are friends? Friends are people that you think are your friends But they really your enemies with secret identities And disguises to hide they true colors So just when you think you close enough to be brothers They wanna come back and cut your throat when you ain't lookin' What is money? Money is what makes a man act funny Money is the root of all evil Money'll make them same friends come back around Swearin' that they was always down What is life? I'm tired of life   I'm tired of backstabbin'-ass snakes with friendly grins I'm tired of committin' so many sins Tired of always givin' in when this bottle of Henny wins Tired of never havin' any ends Tired of havin' skinny friends, hooked on crack and Mini Thins I'm tired of this DJ playin' your shit when he spins Tired of not havin' a deal Tired of havin' to deal with the bullshit without grabbin' the steel Tired of drownin' in my sorrow Tired of havin' to borrow a dollar for gas to start my Monte Carlo I'm tired of motherfuckers sprayin' shit and dartin' off I'm tired of jobs startin' off At $5.50 an hour, then this boss wonders why I'm smartin' off I'm tired of bein' fired every time I fart and cough Tired of havin' to work as a gas station clerk For this jerk, breathin' down my neck, drivin' me berserk I'm tired of usin' plastic silverware Tired of workin' at Builder's Square Tired of not bein' a millionaire  But if I had a million dollars I'd buy a damn brewery and turn the planet into alcoholics If I had a magic wand I'd make the world suck my dick without a condom on While I'm on the john If I had a million bucks, it wouldn't be enough Because I'd still be out robbin' armored trucks If I had one wish, I would ask For a big enough ass for the whole world to kiss   I'm tired of bein' white trash, broke and always poor Tired of takin' pop bottles back to the party store I'm tired of not havin' a phone Tired of not havin' a home to have one in if I did have one on Tired of not drivin' a BM Tired of not workin' at GM, tired of wantin' to be him Tired of not sleepin' without a Tylenol PM Tired of not performin' in a packed coliseum Tired of not bein' on tour Tired of fuckin' the same blonde whore After work, in the back of a Contour I'm tired of fakin' knots with a stack of ones Havin' a lack of funds and resortin' back to guns Tired of bein' stared at Tired of wearin' the same damn Nike Air hat Tired of steppin' in clubs, wearin' the same pair of Lugz Tired of people sayin' they're tired of hearin' me rap about drugs Tired of other rappers who ain't bringin' half the skill as me Sayin' they wasn't feelin' me on ""Nobody's As Ill As Me"" And I'm tired of radio stations tellin' fibs Tired of JLB sayin', ""Where hip-hop lives""  But if I had a million dollars I'd buy a damn brewery and turn the planet into alcoholics If I had a magic wand I'd make the world suck my dick without a condom on While I'm on the john If I had a million bucks, it wouldn't be enough Because I'd still be out robbin' armored trucks If I had one wish, I would ask For a big enough ass for the whole world to kiss   You know what I'm sayin'? I'm tired of all of this bullshit, tellin' me to be positive How am I 'posed to be positive when I don't see shit positive? You know what I'm sayin'? I rap about shit around me, shit I see You know what I'm sayin'? Right now, I'm tired of everything Tired of all this player-hatin' that's goin' on in my own city Can't get no airplay, you know what I'm sayin'? But hey, it's cool though, you know what I'm sayin'? I'm just fed up, that's my word",524.0
O Lets Do It,rap,Waka Flocka Flame,2009.0,86765.0,"{""Lil Capp"",""Riverdale Shawty""}"," Yeah Flocka Waka, Waka, Flocka, Flame Waka Flocka Flame Waka Flocka Flame Waka Flocka Flame   I fucked my money up, now I can't re-up Ran up in his spot just to get my stacks up Now I'm back on deck, so shawty, what the fuck you want? Heard he's talking shit, but this ain't what the fuck you want Locked my CEO up, now it's back to coca Niggas talking shit, bro, hang him by a ropa Hit em with the chopper, call that shit hot llama Call me Waka Flocka AKA Young Wild Nigga AKA your drug dealer Got purp, got kush, got pills, got white In the trap all night with the hard and the soft Stacks on the floor, watch Kebo water whipping Shoots it to the left, then he shoots it to the right So Icy Brick Boys got it all night These lame-ass niggas ain't got no fight Kick in my door, we gonna shoot it out all night Home of the Braves, shawty, shoot 'em with AK  Yeah! Oh let's do it, hey Oh let's do it, hey, oh let's do it Yeah! Drug dealing music, hey I influence, hey, I influence Yeah! Oh let's do it, hey Oh let's do it, hey, oh let's do it Yeah! Drug dealing music, hey I influence, hey, I influence   One shot, man down, his brains go ""ka-pow!"" Ow, that shit hurt, so don't fuck around But that happen often off in Riverdale, Georgia You gonna pay the life you live off in Riverdale, Georgia They gonna lay your ass out, rock you to sleep like a baby Hit Squad, shawty, in the hood, we got them babies Ever since they killed my nigga Travis Start popping pills and acting crazy Ever since they killed my nigga Travis Start popping pills and acting crazy   Yeah! Oh let's do it, hey Oh let's do it, hey, oh let's do it Yeah! Drug dealing music, hey I influence, hey, I influence Yeah! Oh let's do it, hey Oh let's do it, hey, oh let's do it Yeah! Drug dealing music, hey I influence, hey, I influence  Yeah, Flocka said let's do it And this Real Money, so we getting to it And your bitch, she choosing But if you ain't talking dollars, keep it moving Catch me on the south with Flocka Flame And we got a problem if you saying Waka's name 'Cause we off the chain, you see my green flag You want beef? Oh let's do it 'cause you ain't bad And this music is for the drug dealers And this music influence thug niggas Okay, so if you get into it Ay, oh let's do it Ay, oh let's do it   Yeah! Oh let's do it, hey Oh let's do it, hey, oh let's do it Yeah! Drug dealing music, hey I influence, hey, I influence Yeah! Oh let's do it, hey Oh let's do it, hey, oh let's do it Yeah! Drug dealing music, hey I influence, hey, I influence   You know me, nigga, I am the block It's Riverdale and Waka Flock We got the Glocks, whips and the knots Even got the spots (Scurt! Scurt!) off the block Catch me in different states, busting down bricks Busting down bricks with that chick you fell in love with We on that thug shit, give a fuck about love, I'm cruel, bitch Keep my money on my mind, not you, bitch Every day, shawty pull up in a new whip In the trap, shawty said he need another one Told them call up Waka, he said ""What the fuck you want?"" Pull up in the dunk followed by a yellow one So Icey, Fetti Gang, pussy keep them Tommy guns",536.0
Almost Famous,rap,Eminem,2010.0,327631.0,{}," I can almost taste it This shit makes no sense to me What does it all mean? I can almost taste it I can almost see it This shit makes no sense to me What does it all mean? I can almost taste it I can almost taste it   Yeah, can't stop now This might be the last chance I get to be famous (I just wanna be famous)   You dream of trading places, I have been changing faces You cannot fill these shoes, there is too much to lose Wake up behind these trenches, you run around defenseless There is too much to lose, you cannot fill these shoes I just wanna be famous, but... Be careful what you wish for  I stuck my dick in this game like a rapist They call me Slim Roethlisberger I go berserker than a fed-up post office worker I murk her with a Mossberg, I'm pissed off, get murdered Like someone took a ketchup squirter, squirted a frankfurter For a gangster, you sure did shit your pants When you saw the chainsaw get to waving like a terrible towel How thangs turn around when his fangs come out Get your brains blown out, that's what I call blowin' your mind When I come back, like nut on your spine I'm a thumb tack that you slept on, son Now here I come, screaming ""Attack!"" like I just stepped on one Low on the totem 'til he showed 'em defiance, giant scrotum He don't owe them bitches shit, his britches, he outgrowed 'em He's so out cold, he's knocked out at the South Pole And nobody fucks with him, rigor mortis and post mortem He's dyin' of boredom Take your best rhymes, record 'em, then try to thwart him He'll just take your punch lines and snort 'em Shit-stained drawers, you gon' fuck with a guy Who licks the blades of his chainsaws While he dips 'em in P.F. Chang's sauce? Game's up, homie, hang it up like some crank calls You think I'm backin' down? You must be out of your dang skulls; I'm almost famous  You dream of trading places, I have been changing faces You cannot fill these shoes, there is too much to lose Wake up behind these trenches, you run around defenseless There is too much to lose, you cannot fill these shoes I just wanna be famous, but... Be careful what you wish for   I'm back for revenge, I lost a battle, that ain't happenin' again I'm at your throat like strep, I step, strapped with a pen Metaphors wrote on my hand, some are just stored in my memory Some I wrote on a napkin; I do what I have to to win Pullin' out all stops, any who touch a mic prior's Not even Austin Powers, how the fuck are they Mike Myers? And tell that psycho to pass the torch to the wacko 'Fore I take a shit in his Jack-O-Lantern and smash it on his porch Now get off my dick! 'Dick''s too short of a word for my dick Get off my antidisestablishmentarianism, you prick! Don't call me the Champ, call me the Space Shuttle Destroyer I just blew up the Challenger; matter fact, I need a lawyer I just laced my gloves with enough plaster to make a cast Beat his ass naked and peed in his corner like Verne Troyer Y'all are Eminem backwards: you're Mini Mes See, he's in a whole nother weight class He's slugs, you're BBs: you're bean-bag bullets You're full of it, you were dissin' his CD's Laughed at Infinite, now he's back like someone pissed in his Wheaties No peace treaties, he's turned into a beast His new Slim Shady EP's got the attention of the mighty D.R.E He's almost famous  You dream of trading places, I have been changing faces You cannot fill these shoes, there is too much to lose Wake up behind these trenches, you run around defenseless There is too much to lose, you cannot fill these shoes I just wanna be famous, but... Be careful what you wish for   Now there he goes in Dre's studio, cuppin' his balls Screamin' the wood off the panelin', cussin' the paint off the walls Spewin' his hate to these haters, showin' no love for these broads He ain't givin' them shit, he says he'll pinch a penny so hard He'll leave a bruise on the bronze so dark you can see the mark With the scars, 'til Abraham Lincoln is screamin' out, ""Ahh!"" These metaphors and similes ain't similar to them, not at all If they don't like it, they can all get fucked Instead of suckin' him off They can go get a belt or a neck tie to hang themselves by Like David Carradine, they can go fuck themselves and just die And eat shit while they at it, he's fuckin' had it He's mad at the whole world So go to hell and build a snowman, girl The bullies become bullied, and pussies get pushed Then they better pull me, take me back to 9th grade to school me 'Cause I ain't lookin' back, only forward, this whole spot blowin' Who coulda known he'd grow to be a poet and not know it? And while I'm bein' poetic, let me get it stoic and raise the bar Higher than my opinion of these women's been lowered So bear witness to some biblical shit, there's a cold wind blowin' This world ain't gonna know what hit it He did it, he made it, he's finally famous",537.0
Underground,rap,Eminem,2009.0,293911.0,{}," A lot of people ask me Where the fuck I've been at the last few years Shit, I don't know But I do know I'm back now Haha   Here comes the rain and thunder now Nowhere to run, to run to now I disappeared, don't wonder how Lookin' for me? I'm underground Here comes the rain and thunder now Nowhere to run, to run to now I disappeared, don't wonder how Lookin' for me? I'm underground   Dre, I'm down here, under the ground, dig me up! Broken tibias, fibias, yeah, fix me up Sixty sluts, all of them dyin' from asphyxia After they sip piss through a Christopher Reeves sippy cup Dixie cups, toxins, boxes of Oxy pads Enough Oxycontin to send a fuckin' ox to rehab Wack job in the back in a black stocking cap Jackin' off to a hockey mask at a boxing match (He can't say that!) Yes, he can I just did, faggot, now guess again Better text message your next-of-kin Tell 'em shit's about to get extra messy Especially when I flex again And throw a fuckin' lesbian in wet cement Faggoty, faggoty, faggoty! Raggedy Ann and Andy No! Raggedy Andy and Andy No, it can't be, it can't be—yes, it can be The fuckin' Anti-Christ is back, Dante It's Satan in black satin panties This is Amityville, calamity, goddamn it Insanity, pills, fanny pack filled with Xannies Through every nook and cranny, lookin' for trannies Milk and cookies spilled on my silk négligée, looky Razor-ba-lades with me to make you ba-leed Cases of Maybelline makeup lay on a table of weed Slim Shady? Shit sounds like a fable to me 'Til he jumps out of the fuckin' toilet when you're takin' a pee  Here comes the rain and thunder now Nowhere to run, to run to now I disappeared, don't wonder how Lookin' for me? I'm underground Here comes the rain and thunder now Nowhere to run, to run to now I disappeared, don't wonder how Lookin' for me? I'm underground   Six semen samples, seventeen strands of hair Found in the back of a van after the shoot with Vanity Fair Hannah Montana, prepare to elope with a can opener And be cut open like cantaloupe on canopy beds And Glad bags, yeah glad to be back 'Cause last year was a tragedy that landed me smack-dab in rehab Fuckin' doctor, I ain't understand a damn word he said I planned to relapse the second I walked out of that bitch Two weeks in Brighton, I ain't enlightened Bitin' into a fuckin' Vicodin like I'm a Viking Oh, lightning is strikin', it might be a fuckin' sign I need a psychic Evaluation, fuck Jason, it's Friday the 19th That means it's just a regular day (Hah!) And this is the kind of shit I think of regularly Fuckin' lesbian shouldn't have had her legs in the way Now she's pregnant and gay, missin' both legs and beggin' to stay  Here comes the rain and thunder now Nowhere to run, to run to now I disappeared, don't wonder how Lookin' for me? I'm underground Here comes the rain and thunder now Nowhere to run, to run to now I disappeared, don't wonder how Lookin' for me? I'm underground   Tell the critics I'm back and I'm comin' to spit it back in abundance Hit a fag with onions, then split a bag of Funyuns Mad at me? Understandable, cannibal, shoot an animal Out of a cannon and have 'em catapult at an adult Captain of a cult with an elite following To turn Halloween back into a trick-or-treat holiday Have Michael Myers lookin' like a liar, swipe his powers Replace his knife with flowers and a stack of fliers Hit Jason Vorhees with a 40; stuck a suppository Up his ass, and made him tell me a story Gave Hannibal Lector a fuckin' nectarine And sat him in the fuckin' fruit and vegetable section And gave him a lecture Walked up Elm Street with a fuckin' Wiffle bat drew Fought Freddy Krueger and Edward Scissorhands too And came out with a little scratch, ooh Lookin' like I got in a fuckin' pillow fight with a Triple F.A.T. goose Insanity, can it be vanity? Where's the humanity in having a twisted fantasy With an arm-and-leg amputee? Straitjacket with a hundred and eight brackets And a strap that wraps twice around my back Then they latch it; cut your fuckin' head off And ask where you're headed off to Get it? ""Headed off to?"" Medic, this headache's awful! This anesthetic's pathetic, so is this diabetic waffle And this prosthetic arm keeps crushin' my hard taco  Here comes the rain and thunder now Nowhere to run, to run to now I disappeared, don't wonder how Lookin' for me? I'm underground Here comes the rain and thunder now Nowhere to run, to run to now I disappeared, don't wonder how Lookin' for me? I'm underground   So, it wasn't a choice, it was ""I had to do this"" And now I got 90 days clean And uh, that's all I have to share, thanks (Thanks for sharing, Brian Is there anyone else who'd like to share this evening?) Yeah, I got something to share: ""When you walked through the door you were queer to me So come here, baby boy, just come here to me You're a cock-boy, everybody wants you You're gayer than you would ever claim to I won't have to rape you So, homie, lay down, down, down Lay down, down, down Lay down, down, down, lay down, lay down"" Where's everybody going? This always went over real big in Gay-A Okay, wait, I got another one ""I just love condoms and lots of cum"" No? Well, shit!",538.0
Live from 504,rap,Lil Wayne,2007.0,61502.0,{}," Dro, fuck with me! (C Gutta!) Yeah   Live from the 504 It's Mr. Crazy Flow, jumping like a bungee, no rope Even in the dungeon, I glow; even if it ain't sunny, I glow If it ain't about money, I go... nowhere—I'm nailed to the floor Money controls where I go, it is the sail to my boat And it's going down, it's going down, like there's a whale in the boat See, you can smell that I smoke, and yep, I sip that lean You hit me with that combination, it make my eyes bleed I'm a shark in the water, yep, I swim with the big So I don't have time to deal with Willie the Squid L-L-Lilypad niggas, L-L-Look at the monster Y-Y-You don't want to crash, like ""La-La-La Bamba"" See it's me, Ronnie, and Terry; and my new drop is berry Watermelon, plum; just call it ""fruit punch"" I'm an old rapper getting new bucks And all you new rappers, you just new lunch (New lunch) Flow sick, so sick, need a doc, yes A creature, monster, like the Loch Ness I gets hotter by the tock, before I sizzle to death I just tell the clock, ""Gimme a sec"" In the middle of the war—where my enemy at? I'm running this bitch, like Eric Bieniemy back 'Cause e'ery time I hit a track, I'm like an energy pack The instruments are crying out, ""Where the sympathy at?"" Yeah, if you betting money, baby, him'll be back Whatever legends look like, bitch, I'm finna be that I walked right in hip-hop, like, ""Where my dinner be at?"" I ate that, and I was like, ""Where my dinner be at?"" I hate that women lie, so I lie to them back Got two bitches in my pants—quiet? Neither them that A lot of bitches want dick, I give a lot of them that Let's do a pill, I can fuck you for an hour with that And to the kids, drugs kill—I'm acknowledging that But when I'm on a drug, I don't have a problem with that And my niggas got guns the size of toddlers, biatch And we aiming right at your fucking collar, biatch—pow!",539.0
Seat Down Low,rap,Lil Wayne,2007.0,47629.0,{}," Yeah It's me and T, man T.I. Dot-com, bitch! Hahaha! T.I.P., fuck with your boy Ayy, that is my brothers, ladies and gentlemen T.I.—and he is the king, bitch Don't get that shit twisted And me? I am the best rapper alive—ladies and gentlemen, hello! This is Da Drought 3 And it's been a minute since I've rapped on a Mannie Fresh beat, but, uh... I guess I'll go 'head on and show these niggas what to do with one of your beats, man Listen   I like my seat down low and my window slightly cracked Riding with a bad ho with her girlfriend in the back I like to get real high, and I never look back And you don't wanna try, man—don't I look strapped? I come from the hardest city, ain't nobody fucking with it Got a black-and-gold soul, with a fresh New Orleans fitted And a collar Polo and a pair of Bally Bucks Young Money, motherfucker, know you worried 'bout us Cash Money, motherfucker, CMR, I trust Never had my jaw broken, but his jaw, I bust And I probably got your girlfriend on my bus What happens on my bus stays on my bus And that white widow weed out the jar is a must If you give me a cigar, then a cigar, I'll bust Put that white widow weed in the cigar and puff Look ma, I'm tryna make a porno, starring us Well, not just us—a couple foreign sluts Yeah, we could make this a ménage à trois-ing, darling I be with Jim Jones, and we be balling—balling? Yeah, baby, we balling, like Rawlings and Spalding Pint of DJ Screw and that Hawaiian, I am— Leaning like a three-legged lion, climbing— Right to the top of the motherfucking mountain, counting I'm gonna need me and a accountant to count it Mannie got this fucking beat pounding—it's pounding But it was just lost until I found it—I found it Stole it like a scoundrel, Hollygrove hound it Put this bitch to sleep—fucking right—I nightgowned it Niggas talkin cheap; tell them niggas, ""Pipe down, bitch!"" Bloods in the building, and now, everybody soundless Beating up this track like a motherfucking round-fist Blind, deaf, or crazy, I'ma spit, like a long kiss I am just a Martian, ain't nobody else on this— Planet, I know; see, I live by my only Say, where my cheese, nigga? Where my macaroni? Baby, I get up in that ass and act a donkey Candy on candy, nigga, gripping the grain See, I am the only fire that can live in the rain I am so, so New Orleans Like 18-25-TULANE!  Hahaha.... See, you gotta be from New Orleans to know what the fuck I'm talkin bout And if you don't, fuck you Hahaha I say what I want And I don't want nothing 'Cause I got everything, bitch",540.0
